genID,busID,gen cat,operation cost,expansion cost,min gen,Ramp Rate MW/Min,max gen,reserve factor,start up cost,shut down cost,number on system,VG,exist,expand,max new units,min new units,provides reserves,capacity discount,FOR,gen type
118_rtpv_21,1,RTPV,0,136084.9768,0,5.17953017,5.17953017,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.187326666,0,118_rtpv_21
118_rtpv_22,1,RTPV,0,136084.9768,0,12.57505149,12.57505149,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.185985326,0,118_rtpv_22
118_rtpv_3,1,RTPV,0,136084.9768,0,10.66408455,10.66408455,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.197895199,0,118_rtpv_3
118_rtpv_4,1,RTPV,0,136084.9768,0,10.66408455,10.66408455,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.19767742,0,118_rtpv_4
118_rtpv_5,1,RTPV,0,136084.9768,0,10.66408455,10.66408455,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.200099668,0,118_rtpv_5
118_rtpv_6,1,RTPV,0,136084.9768,0,10.66408455,10.66408455,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.200956903,0,118_rtpv_6
118_rtpv_7,1,RTPV,0,136084.9768,0,5.17953017,5.17953017,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.185871624,0,118_rtpv_7
118_rtpv_8,1,RTPV,0,136084.9768,0,5.17953017,5.17953017,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.186368361,0,118_rtpv_8
118_rtpv_9,1,RTPV,0,136084.9768,0,11.05328888,11.05328888,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.185335387,0,118_rtpv_9
213_rtpv_1,2,RTPV,0,136084.9768,0,13.85444259,13.85444259,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.199599131,0,213_rtpv_1
213_rtpv_2,2,RTPV,0,136084.9768,0,27.41779722,27.41779722,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.198883954,0,213_rtpv_2
213_rtpv_3,2,RTPV,0,136084.9768,0,31.38030251,31.38030251,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.201044768,0,213_rtpv_3
213_rtpv_4,2,RTPV,0,136084.9768,0,33.02122684,33.02122684,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.203986123,0,213_rtpv_4
213_rtpv_5,2,RTPV,0,136084.9768,0,31.38030251,31.38030251,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.202569195,0,213_rtpv_5
213_rtpv_6,2,RTPV,0,136084.9768,0,33.02114621,33.02114621,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.198328093,0,213_rtpv_6
213_rtpv_7,2,RTPV,0,136084.9768,0,31.38030251,31.38030251,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.203162713,0,213_rtpv_7
220_rtpv_1,2,RTPV,0,136084.9768,0,13.85444259,13.85444259,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.20008887,0,220_rtpv_1
307_rtpv_1,3,RTPV,0,136084.9768,0,25.31278117,25.31278117,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.190897158,0,307_rtpv_1
307_rtpv_2,3,RTPV,0,136084.9768,0,25.31278117,25.31278117,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.186570146,0,307_rtpv_2
308_rtpv_1,3,RTPV,0,136084.9768,0,25.31278117,25.31278117,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.182912808,0,308_rtpv_1
308_rtpv_10,3,RTPV,0,136084.9768,0,120.7340309,120.7340309,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.18512161,0,308_rtpv_10
308_rtpv_11,3,RTPV,0,136084.9768,0,120.7340309,120.7340309,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.184370191,0,308_rtpv_11
308_rtpv_12,3,RTPV,0,136084.9768,0,74.17911836,74.17911836,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.185185186,0,308_rtpv_12
308_rtpv_14,3,RTPV,0,136084.9768,0,74.17911836,74.17911836,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.1781642,0,308_rtpv_14
308_rtpv_2,3,RTPV,0,136084.9768,0,120.7340309,120.7340309,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.185152915,0,308_rtpv_2
308_rtpv_3,3,RTPV,0,136084.9768,0,120.7340309,120.7340309,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.17546868,0,308_rtpv_3
308_rtpv_4,3,RTPV,0,136084.9768,0,74.17911836,74.17911836,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.182435909,0,308_rtpv_4
308_rtpv_5,3,RTPV,0,136084.9768,0,74.17911836,74.17911836,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.179334876,0,308_rtpv_5
308_rtpv_6,3,RTPV,0,136084.9768,0,120.7340309,120.7340309,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.182952029,0,308_rtpv_6
308_rtpv_7,3,RTPV,0,136084.9768,0,25.31278117,25.31278117,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.185617134,0,308_rtpv_7
308_rtpv_8,3,RTPV,0,136084.9768,0,120.7340309,120.7340309,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.183618962,0,308_rtpv_8
308_rtpv_9,3,RTPV,0,136084.9768,0,120.7340309,120.7340309,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.180621774,0,308_rtpv_9
313_rtpv_1,3,RTPV,0,136084.9768,0,74.17911836,74.17911836,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.184249014,0,313_rtpv_1
313_rtpv_10,3,RTPV,0,136084.9768,0,74.17911836,74.17911836,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.185070851,0,313_rtpv_10
313_rtpv_11,3,RTPV,0,136084.9768,0,31.18201729,31.18201729,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.194660997,0,313_rtpv_11
313_rtpv_12,3,RTPV,0,136084.9768,0,74.17911836,74.17911836,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.178211623,0,313_rtpv_12
313_rtpv_13,3,RTPV,0,136084.9768,0,74.17911836,74.17911836,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.181789029,0,313_rtpv_13
313_rtpv_14,3,RTPV,0,136084.9768,0,74.17911836,74.17911836,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.179199515,0,313_rtpv_14
313_rtpv_15,3,RTPV,0,136084.9768,0,31.18201729,31.18201729,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.188061942,0,313_rtpv_15
313_rtpv_16,3,RTPV,0,136084.9768,0,74.17911836,74.17911836,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.183201575,0,313_rtpv_16
313_rtpv_17,3,RTPV,0,136084.9768,0,31.18201729,31.18201729,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.186079852,0,313_rtpv_17
313_rtpv_18,3,RTPV,0,136084.9768,0,74.17911836,74.17911836,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.181842897,0,313_rtpv_18
313_rtpv_19,3,RTPV,0,136084.9768,0,74.17911836,74.17911836,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.182297171,0,313_rtpv_19
313_rtpv_2,3,RTPV,0,136084.9768,0,74.17911836,74.17911836,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.176384245,0,313_rtpv_2
313_rtpv_20,3,RTPV,0,136084.9768,0,74.17911836,74.17911836,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.179619872,0,313_rtpv_20
313_rtpv_21,3,RTPV,0,136084.9768,0,74.17911836,74.17911836,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.175880246,0,313_rtpv_21
313_rtpv_22,3,RTPV,0,136084.9768,0,31.18201729,31.18201729,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.186233191,0,313_rtpv_22
313_rtpv_23,3,RTPV,0,136084.9768,0,74.17911836,74.17911836,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.18124697,0,313_rtpv_23
313_rtpv_24,3,RTPV,0,136084.9768,0,74.17911836,74.17911836,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.191871146,0,313_rtpv_24
313_rtpv_25,3,RTPV,0,136084.9768,0,74.17911836,74.17911836,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.183220606,0,313_rtpv_25
313_rtpv_26,3,RTPV,0,136084.9768,0,74.17911836,74.17911836,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.182326484,0,313_rtpv_26
313_rtpv_27,3,RTPV,0,136084.9768,0,74.17911836,74.17911836,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.178902242,0,313_rtpv_27
313_rtpv_28,3,RTPV,0,136084.9768,0,74.17911836,74.17911836,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.17917895,0,313_rtpv_28
313_rtpv_29,3,RTPV,0,136084.9768,0,74.17911836,74.17911836,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.187683692,0,313_rtpv_29
313_rtpv_3,3,RTPV,0,136084.9768,0,74.17911836,74.17911836,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.192985037,0,313_rtpv_3
313_rtpv_30,3,RTPV,0,136084.9768,0,74.17911836,74.17911836,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.186145761,0,313_rtpv_30
313_rtpv_31,3,RTPV,0,136084.9768,0,74.17911836,74.17911836,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.181799619,0,313_rtpv_31
313_rtpv_32,3,RTPV,0,136084.9768,0,74.17911836,74.17911836,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.188676956,0,313_rtpv_32
313_rtpv_33,3,RTPV,0,136084.9768,0,74.17911836,74.17911836,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.184420134,0,313_rtpv_33
313_rtpv_34,3,RTPV,0,136084.9768,0,31.18201729,31.18201729,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.186769878,0,313_rtpv_34
313_rtpv_35,3,RTPV,0,136084.9768,0,74.17911836,74.17911836,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.18320311,0,313_rtpv_35
313_rtpv_36,3,RTPV,0,136084.9768,0,11.05328888,11.05328888,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.185291099,0,313_rtpv_36
313_rtpv_37,3,RTPV,0,136084.9768,0,74.17911836,74.17911836,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.188323052,0,313_rtpv_37
313_rtpv_38,3,RTPV,0,136084.9768,0,215.5,215.5,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.288414762,0,313_rtpv_38
313_rtpv_39,3,RTPV,0,136084.9768,0,31.18201729,31.18201729,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.186163824,0,313_rtpv_39
313_rtpv_4,3,RTPV,0,136084.9768,0,74.17911836,74.17911836,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.181528129,0,313_rtpv_4
313_rtpv_40,3,RTPV,0,136084.9768,0,31.18201729,31.18201729,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.188191915,0,313_rtpv_40
313_rtpv_41,3,RTPV,0,136084.9768,0,31.18201729,31.18201729,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.188096261,0,313_rtpv_41
313_rtpv_42,3,RTPV,0,136084.9768,0,74.17911836,74.17911836,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.181815119,0,313_rtpv_42
313_rtpv_43,3,RTPV,0,136084.9768,0,31.18201729,31.18201729,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.186003913,0,313_rtpv_43
313_rtpv_5,3,RTPV,0,136084.9768,0,120.7340309,120.7340309,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.175475563,0,313_rtpv_5
313_rtpv_6,3,RTPV,0,136084.9768,0,74.17911836,74.17911836,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.185043686,0,313_rtpv_6
313_rtpv_7,3,RTPV,0,136084.9768,0,74.17911836,74.17911836,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.181520148,0,313_rtpv_7
313_rtpv_8,3,RTPV,0,136084.9768,0,74.17911836,74.17911836,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.178838705,0,313_rtpv_8
313_rtpv_9,3,RTPV,0,136084.9768,0,74.17911836,74.17911836,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.186168474,0,313_rtpv_9
320_rtpv_1,3,RTPV,0,136084.9768,0,31.18201729,31.18201729,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.195793516,0,320_rtpv_1
320_rtpv_10,3,RTPV,0,136084.9768,0,31.18201729,31.18201729,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.186106869,0,320_rtpv_10
320_rtpv_11,3,RTPV,0,136084.9768,0,31.18201729,31.18201729,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.189392341,0,320_rtpv_11
320_rtpv_12,3,RTPV,0,136084.9768,0,31.18201729,31.18201729,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.186714749,0,320_rtpv_12
320_rtpv_13,3,RTPV,0,136084.9768,0,146.9,146.9,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.290733446,0,320_rtpv_13
320_rtpv_14,3,RTPV,0,136084.9768,0,31.18201729,31.18201729,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.198938061,0,320_rtpv_14
320_rtpv_15,3,RTPV,0,136084.9768,0,31.18201729,31.18201729,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.186887438,0,320_rtpv_15
320_rtpv_16,3,RTPV,0,136084.9768,0,31.18201729,31.18201729,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.186793244,0,320_rtpv_16
320_rtpv_17,3,RTPV,0,136084.9768,0,31.18201729,31.18201729,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.1839499,0,320_rtpv_17
320_rtpv_18,3,RTPV,0,136084.9768,0,31.18201729,31.18201729,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.186848738,0,320_rtpv_18
320_rtpv_19,3,RTPV,0,136084.9768,0,31.18201729,31.18201729,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.186185729,0,320_rtpv_19
320_rtpv_2,3,RTPV,0,136084.9768,0,31.18201729,31.18201729,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.186787768,0,320_rtpv_2
320_rtpv_20,3,RTPV,0,136084.9768,0,31.18201729,31.18201729,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.189249955,0,320_rtpv_20
320_rtpv_21,3,RTPV,0,136084.9768,0,31.18201729,31.18201729,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.18398787,0,320_rtpv_21
320_rtpv_3,3,RTPV,0,136084.9768,0,31.18201729,31.18201729,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.187285754,0,320_rtpv_3
320_rtpv_4,3,RTPV,0,136084.9768,0,31.18201729,31.18201729,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.198982968,0,320_rtpv_4
320_rtpv_5,3,RTPV,0,136084.9768,0,10.66408455,10.66408455,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.203521134,0,320_rtpv_5
320_rtpv_6,3,RTPV,0,136084.9768,0,31.18201729,31.18201729,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.183952821,0,320_rtpv_6
320_rtpv_7,3,RTPV,0,136084.9768,0,10.66408455,10.66408455,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.201625183,0,320_rtpv_7
320_rtpv_8,3,RTPV,0,136084.9768,0,31.18201729,31.18201729,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.184561796,0,320_rtpv_8
320_rtpv_9,3,RTPV,0,136084.9768,0,31.18201729,31.18201729,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.186066709,0,320_rtpv_9
122_wind,1,Wind,0,106702.2428,0,713.5,713.5,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.352627699,0,122_wind
219_1_wind,2,Wind,0,106702.2428,0,474.6,474.6,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.255674321,0,219_1_wind
219_2_wind,2,Wind,0,106702.2428,0,90,90,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.319609011,0,219_2_wind
303_wind,3,Wind,0,106702.2428,0,847,847,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.279828571,0,303_wind
309_wind,3,Wind,0,106702.2428,0,148.3,148.3,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.281132971,0,309_wind
317_wind,3,Wind,0,106702.2428,0,799.1,799.1,0,0,0,0,TRUE,FALSE,TRUE,1,0,1,0.35490298,0,317_wind
