Simulation, Step, Columns, Integers, Rows, Non-Zeros, UC-Time, ST-Time
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_MISO_23 ) Log.txt,7, 3914764, 22704, 605784, 244436749,  01:11:39.2,  03:27:29.1. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_MISO_23 ) Log.txt,8, 3914764, 22704, 605784, 244436749,  00:27:00.9,  02:46:04.6. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_MISO_23 ) Log.txt,9, 3914764, 22704, 605784, 244436749,  00:28:33.5,  02:50:54.1. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_MISO_23 ) Log.txt,10, 3914764, 22704, 605784, 244436749,  00:33:58.1,  02:57:38.0. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_MISO_23 ) Log.txt,11, 3914764, 22704, 605784, 244436749,  00:43:38.4,  03:04:05.9. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_MISO_23 ) Log.txt,12, 3914764, 22704, 605784, 244436749,  01:31:47.0,  03:56:26.3. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_MISO_23 ) Log.txt,13, 3914764, 22704, 605784, 244436749,  00:54:03.9,  03:18:58.9. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_MISO_23 ) Log.txt,14, 3914764, 22704, 605784, 244436749,  00:54:40.1,  03:16:31.3. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAN_04 ) Log.txt,1, 3707744, 6648, 325203, 243776481,  00:15:19.4,  02:05:37.8. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAN_04 ) Log.txt,2, 3873672, 6648, 491131, 244108340,  00:23:36.9,  02:57:44.3. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAN_04 ) Log.txt,3, 3873672, 6648, 491131, 244108340,  00:25:25.6,  02:53:03.4. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAN_04 ) Log.txt,4, 3873672, 6648, 491131, 244108340,  00:35:58.7,  03:08:29.1. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAN_04 ) Log.txt,5, 3873672, 6648, 491131, 244108340,  00:34:28.0,  02:57:38.3. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAN_04 ) Log.txt,6, 3873672, 6648, 491131, 244108340,  00:24:17.6,  02:55:25.3. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAN_04 ) Log.txt,7, 3873672, 6648, 491131, 244108340,  00:28:31.9,  02:41:19.8. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAN_04 ) Log.txt,8, 3873672, 6648, 491131, 244108340,  00:31:39.8,  02:39:30.9. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAN_04 ) Log.txt,9, 3873672, 6648, 491131, 244108340,  00:28:34.7,  02:33:35.8. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAN_04 ) Log.txt,10, 3873672, 6648, 491131, 244108340,  00:35:08.0,  02:44:43.1. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAN_04 ) Log.txt,11, 3873672, 6648, 491131, 244108340,  00:26:33.2,  02:37:25.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAN_04 ) Log.txt,12, 3873672, 6648, 491131, 244108340,  00:33:22.2,  02:40:36.4. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAN_04 ) Log.txt,13, 3873672, 6648, 491131, 244108340,  00:24:00.8,  02:33:55.4. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAN_04 ) Log.txt,14, 3873672, 6648, 491131, 244108340,  00:27:35.6,  02:24:42.8. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_MISO_27 ) Log.txt,1, 3748836, 22704, 439856, 244104882,  00:20:26.6,  02:10:30.3. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_MISO_27 ) Log.txt,2, 3914764, 22704, 605784, 244436749,  00:25:53.2,  03:03:07.9. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_MISO_27 ) Log.txt,3, 3914764, 22704, 605784, 244436749,  01:23:05.9,  03:48:27.0. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_MISO_27 ) Log.txt,4, 3914764, 22704, 605784, 244436749,  01:20:40.2,  03:44:17.5. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_MISO_27 ) Log.txt,5, 3914764, 22704, 605784, 244436749,  00:51:03.3,  02:54:24.7. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_MISO_27 ) Log.txt,6, 3914764, 22704, 605784, 244436749,  00:43:18.5,  02:48:01.3. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_MISO_27 ) Log.txt,7, 3914764, 22704, 605784, 244436749,  00:34:49.7,  02:36:34.8. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_MISO_27 ) Log.txt,8, 3914764, 22704, 605784, 244436749,  01:10:31.7,  03:16:34.7. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_MISO_27 ) Log.txt,9, 3914764, 22704, 605784, 244436749,  00:46:01.6,  02:50:33.6. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_MISO_27 ) Log.txt,10, 3914764, 22704, 605784, 244436749,  00:56:06.8,  03:07:27.5. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_MISO_27 ) Log.txt,11, 3914764, 22704, 605784, 244436749,  01:08:08.5,  03:12:18.6. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_MISO_27 ) Log.txt,12, 3914764, 22704, 605784, 244436749,  01:19:24.3,  03:18:08.4. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_MISO_27 ) Log.txt,13, 3914764, 22704, 605784, 244436749,  00:45:42.8,  02:50:13.6. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_MISO_27 ) Log.txt,14, 3914764, 22704, 605784, 244436749,  01:05:48.8,  03:29:11.3. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NE_02 ) Log.txt,1, 3732036, 12960, 371869, 243900632,  00:17:02.5,  02:03:44.9. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NE_02 ) Log.txt,2, 3897964, 12960, 537797, 244232497,  01:28:51.7,  03:40:52.9. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NE_02 ) Log.txt,3, 3897964, 12960, 537797, 244232497,  00:55:39.6,  03:01:55.4. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NE_02 ) Log.txt,4, 3897964, 12960, 537797, 244232497,  00:34:25.7,  02:46:47.0. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NE_02 ) Log.txt,5, 3897964, 12960, 537797, 244232497,  00:23:35.0,  02:33:50.0. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NE_02 ) Log.txt,6, 3897964, 12960, 537797, 244232497,  00:48:56.8,  02:55:05.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NE_02 ) Log.txt,7, 3897964, 12960, 537797, 244232497,  00:39:38.0,  02:44:26.6. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NE_02 ) Log.txt,8, 3897964, 12960, 537797, 244232497,  00:49:20.7,  02:56:14.6. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NE_02 ) Log.txt,9, 3897964, 12960, 537797, 244232497,  00:45:38.8,  03:01:18.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NE_02 ) Log.txt,10, 3897964, 12960, 537797, 244232497,  00:20:27.0,  02:36:54.3. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NE_02 ) Log.txt,11, 3897964, 12960, 537797, 244232497,  00:23:06.7,  02:36:39.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NE_02 ) Log.txt,12, 3897964, 12960, 537797, 244232497,  00:46:46.2,  02:56:14.1. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NE_02 ) Log.txt,13, 3897964, 12960, 537797, 244232497,  00:45:48.3,  02:54:27.7. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NE_02 ) Log.txt,14, 3897964, 12960, 537797, 244232497,  00:43:55.4,  03:02:43.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SE_03 ) Log (1).txt,1, 3754184, 24192, 448961, 244127198,  00:16:24.2,  01:48:58.4. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SE_03 ) Log (1).txt,2, 3920112, 24192, 614889, 244459060,  01:32:09.1,  04:07:57.8. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SE_03 ) Log (1).txt,3, 3920112, 24192, 614889, 244459060,  01:08:13.9,  03:52:36.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SE_03 ) Log (1).txt,4, 3920112, 24192, 614889, 244459060,  01:01:33.4,  03:25:06.0. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SE_03 ) Log (1).txt,5, 3920112, 24192, 614889, 244459060,  01:02:35.7,  03:31:26.8. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SE_03 ) Log (1).txt,6, 3920112, 24192, 614889, 244459060,  01:05:14.6,  03:23:40.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SE_03 ) Log (1).txt,7, 3920112, 24192, 614889, 244459060,  01:10:10.9,  03:31:13.9. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SE_03 ) Log (1).txt,8, 3920112, 24192, 614889, 244459060,  01:19:26.7,  03:44:22.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SE_03 ) Log (1).txt,9, 3920112, 24192, 614889, 244459060,  01:33:32.6,  03:53:52.7. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SE_03 ) Log (1).txt,10, 3920112, 24192, 614889, 244459060,  01:00:58.6,  03:39:35.8. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SE_03 ) Log (1).txt,11, 3920112, 24192, 614889, 244459060,  01:19:45.7,  03:36:00.0. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SE_03 ) Log (1).txt,12, 3920112, 24192, 614889, 244459060,  01:30:00.0,  04:12:56.5. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SE_03 ) Log (1).txt,13, 3920112, 24192, 614889, 244459060,  00:57:20.0,  03:24:26.6. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SE_03 ) Log (1).txt,14, 3920112, 24192, 614889, 244459060,  01:04:40.5,  03:27:13.5. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NT_31 ) Log.txt,1, 1050494, 8112, 230306, 32399003,  00:01:39.8,  00:06:24.0. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NT_31 ) Log.txt,2, 1075974, 8112, 255786, 32450046,  00:01:29.1,  00:09:37.7. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NT_31 ) Log.txt,3, 1075974, 8112, 255786, 32450046,  00:01:34.3,  00:10:14.9. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NT_31 ) Log.txt,4, 1075974, 8112, 255786, 32450046,  00:01:35.0,  00:10:14.5. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NT_31 ) Log.txt,5, 1075974, 8112, 255786, 32450046,  00:02:09.9,  00:11:10.7. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_07 ) Log.txt,1, 1098878, 14760, 334555, 32715018,  00:02:10.1,  00:06:55.0. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_07 ) Log.txt,2, 1124330, 14760, 360007, 32766026,  00:03:27.2,  00:12:19.7. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_07 ) Log.txt,3, 1124330, 14760, 360007, 32766026,  00:03:49.2,  00:12:39.5. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_07 ) Log.txt,4, 1124330, 14760, 360007, 32766026,  00:03:45.9,  00:12:38.8. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_07 ) Log.txt,5, 1124330, 14760, 360007, 32766026,  00:04:02.7,  00:12:27.8. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_07 ) Log.txt,6, 1124330, 14760, 360007, 32766026,  00:03:58.4,  00:12:34.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_07 ) Log.txt,7, 1124330, 14760, 360007, 32766026,  00:05:22.8,  00:13:48.3. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_07 ) Log.txt,8, 1124330, 14760, 360007, 32766026,  00:04:52.4,  00:13:24.9. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_07 ) Log.txt,9, 1124330, 14760, 360007, 32766026,  00:03:13.0,  00:11:41.7. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_07 ) Log.txt,10, 1124330, 14760, 360007, 32766026,  00:05:28.1,  00:14:05.5. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_07 ) Log.txt,11, 1124330, 14760, 360007, 32766026,  00:03:16.4,  00:11:47.3. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_07 ) Log.txt,12, 1124330, 14760, 360007, 32766026,  00:03:40.0,  00:11:27.8. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_07 ) Log.txt,13, 1124330, 14760, 360007, 32766026,  00:05:43.9,  00:13:30.7. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_07 ) Log.txt,14, 1124330, 14760, 360007, 32766026,  00:03:25.7,  00:11:46.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SE_20 ) Log (1).txt,1, 3754184, 24192, 448961, 244127198,  00:18:53.9,  02:13:19.4. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SE_20 ) Log (1).txt,2, 3920112, 24192, 614889, 244459060,  00:28:37.5,  03:11:12.5. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SE_20 ) Log (1).txt,3, 3920112, 24192, 614889, 244459060,  00:42:28.4,  03:16:50.8. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SE_20 ) Log (1).txt,4, 3920112, 24192, 614889, 244459060,  01:42:43.7,  04:25:14.6. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SE_20 ) Log (1).txt,5, 3920112, 24192, 614889, 244459060,  00:43:20.0,  03:19:26.0. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SE_20 ) Log (1).txt,6, 3920112, 24192, 614889, 244459060,  01:07:51.8,  03:43:18.3. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SE_20 ) Log (1).txt,7, 3920112, 24192, 614889, 244459060,  01:06:13.9,  03:20:41.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SE_20 ) Log (1).txt,8, 3920112, 24192, 614889, 244459060,  01:42:35.4,  03:52:44.6. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SE_20 ) Log (1).txt,9, 3920112, 24192, 614889, 244459060,  01:21:00.8,  03:35:46.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SE_20 ) Log (1).txt,10, 3920112, 24192, 614889, 244459060,  01:06:52.0,  03:19:02.6. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SE_20 ) Log (1).txt,11, 3920112, 24192, 614889, 244459060,  00:38:26.2,  02:52:54.6. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SE_20 ) Log (1).txt,12, 3920112, 24192, 614889, 244459060,  00:37:09.4,  02:43:44.9. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SE_20 ) Log (1).txt,13, 3920112, 24192, 614889, 244459060,  00:30:34.5,  02:41:58.3. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SE_20 ) Log (1).txt,14, 3920112, 24192, 614889, 244459060,  00:36:16.4,  02:48:09.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/~Model ( b_2024_base_PJM_10 ) Log.txt,1, 3737132, 21408, 424162, 244059217,  00:15:29.7,  02:12:45.9. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/~Model ( b_2024_base_PJM_10 ) Log.txt,2, 3903060, 21408, 590090, 244391080,  00:31:17.4,  03:21:50.9. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/~Model ( b_2024_base_PJM_10 ) Log.txt,3, 3903060, 21408, 590090, 244391080,  00:32:43.0,  03:11:02.5. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/~Model ( b_2024_base_PJM_10 ) Log.txt,4, 3903060, 21408, 590090, 244391080,  00:35:35.6,  03:28:09.8. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/~Model ( b_2024_base_PJM_10 ) Log.txt,5, 3903060, 21408, 590090, 244391080,  00:35:30.3,  03:04:16.0. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/~Model ( b_2024_base_PJM_10 ) Log.txt,6, 3903060, 21408, 590090, 244391080, ,  
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/~Model ( b_2024_base_PJM_10 ) Log.txt,7, , , , , ,  
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/~Model ( b_2024_base_PJM_10 ) Log.txt,8, , , , , ,  
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/~Model ( b_2024_base_PJM_10 ) Log.txt,9, , , , , ,  
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/~Model ( b_2024_base_PJM_10 ) Log.txt,10, , , , , ,  
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/~Model ( b_2024_base_PJM_10 ) Log.txt,11, , , , , ,  
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/~Model ( b_2024_base_PJM_10 ) Log.txt,12, , , , , ,  
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/~Model ( b_2024_base_PJM_10 ) Log.txt,13, , , , , ,  
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/~Model ( b_2024_base_PJM_10 ) Log.txt,14, , , , , ,  
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAN_15 ) Log.txt,1, 3707744, 6648, 325203, 243776481,  00:12:31.7,  02:08:20.4. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAN_15 ) Log.txt,2, 3873672, 6648, 491131, 244108340,  00:18:57.9,  02:45:59.3. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAN_15 ) Log.txt,3, 3873672, 6648, 491131, 244108340,  00:21:14.8,  02:42:39.7. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAN_15 ) Log.txt,4, 3873672, 6648, 491131, 244108340,  00:22:55.1,  02:48:48.4. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAN_15 ) Log.txt,5, 3873672, 6648, 491131, 244108340,  00:21:49.9,  02:48:14.7. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAN_15 ) Log.txt,6, 3873672, 6648, 491131, 244108340,  00:23:28.2,  02:46:03.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAN_15 ) Log.txt,7, 3873672, 6648, 491131, 244108340,  00:23:00.5,  02:47:23.3. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAN_15 ) Log.txt,8, 3873672, 6648, 491131, 244108340,  00:21:00.7,  02:46:49.8. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAN_15 ) Log.txt,9, 3873672, 6648, 491131, 244108340,  00:21:03.6,  02:46:06.8. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAN_15 ) Log.txt,10, 3873672, 6648, 491131, 244108340,  00:22:52.2,  02:51:24.9. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAN_15 ) Log.txt,11, 3873672, 6648, 491131, 244108340,  00:24:14.0,  02:50:38.8. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAN_15 ) Log.txt,12, 3873672, 6648, 491131, 244108340,  00:23:22.7,  02:48:01.4. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAN_15 ) Log.txt,13, 3873672, 6648, 491131, 244108340,  00:25:50.4,  02:56:05.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAN_15 ) Log.txt,14, 3873672, 6648, 491131, 244108340,  00:24:14.0,  02:49:25.8. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_20 ) Log (1).txt,1, 1100138, 14424, 334667, 32825898,  00:02:12.6,  00:07:24.0. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_20 ) Log (1).txt,2, 1125534, 14424, 360063, 32876794,  00:03:16.1,  00:11:49.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_20 ) Log (1).txt,3, 1125534, 14424, 360063, 32876794,  00:04:24.1,  00:13:59.5. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_20 ) Log (1).txt,4, 1125534, 14424, 360063, 32876794,  00:06:28.8,  00:15:57.5. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_20 ) Log (1).txt,5, 1125534, 14424, 360063, 32876794,  00:05:24.7,  00:14:21.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_20 ) Log (1).txt,6, 1125534, 14424, 360063, 32876794,  00:03:36.1,  00:12:44.0. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_20 ) Log (1).txt,7, 1125534, 14424, 360063, 32876794,  00:03:16.2,  00:12:05.6. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_20 ) Log (1).txt,8, 1125534, 14424, 360063, 32876794,  00:04:24.5,  00:13:30.4. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_20 ) Log (1).txt,9, 1125534, 14424, 360063, 32876794,  00:06:53.8,  00:14:32.8. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_20 ) Log (1).txt,10, 1125534, 14424, 360063, 32876794,  00:04:13.7,  00:22:22.9. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_20 ) Log (1).txt,11, 1125534, 14424, 360063, 32876794,  00:03:19.5,  00:12:23.6. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_20 ) Log (1).txt,12, 1125534, 14424, 360063, 32876794,  00:06:54.9,  00:16:01.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_20 ) Log (1).txt,13, 1125534, 14424, 360063, 32876794,  00:03:59.5,  00:12:55.7. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_20 ) Log (1).txt,14, 1125534, 14424, 360063, 32876794,  00:04:01.6,  00:12:40.5. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NT_18 ) Log.txt,1, 1053014, 8112, 231006, 32524751,  00:01:11.2,  00:06:31.1. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NT_18 ) Log.txt,2, 1078410, 8112, 256402, 32575626,  00:01:32.5,  00:10:27.8. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NT_18 ) Log.txt,3, 1078410, 8112, 256402, 32575626,  00:02:43.1,  00:12:26.9. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NT_18 ) Log.txt,4, 1078410, 8112, 256402, 32575626,  00:01:32.6,  00:11:29.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NT_18 ) Log.txt,5, 1078410, 8112, 256402, 32575626,  00:01:30.1,  00:11:12.3. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NT_18 ) Log.txt,6, 1078410, 8112, 256402, 32575626,  00:01:40.0,  00:10:09.0. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NT_18 ) Log.txt,7, 1078410, 8112, 256402, 32575626,  00:01:31.8,  00:11:19.0. 
